seqname,source,feature,start,end,score,strand,frame,gene_id,gene_type,gene_name,level,tag,transcript_id,transcript_type,transcript_name,exon_number,exon_id,transcript_support_level,havana_transcript,hgnc_id,havana_gene,ont,protein_id,ccdsid,artif_dupl
chr6,ENSEMBL,gene,126484631,126484713,.,+,.,ENSG00000207632.1,miRNA,MIR588,3,,,,,,,,,HGNC:32844,,,,,
chr6,ENSEMBL,transcript,126484631,126484713,.,+,.,ENSG00000207632.1,miRNA,MIR588,3,GENCODE_Primary,ENST00000384900.1,miRNA,MIR588-201,,,NA,,HGNC:32844,,,,,
chr6,ENSEMBL,exon,126484631,126484713,.,+,.,ENSG00000207632.1,miRNA,MIR588,3,GENCODE_Primary,ENST00000384900.1,miRNA,MIR588-201,1,ENSE00001499907.1,NA,,HGNC:32844,,,,,
chr6,ENSEMBL,gene,131792172,131792231,.,+,.,ENSG00000266807.1,miRNA,MIR548H5,3,,,,,,,,,HGNC:41768,,,,,
chr6,ENSEMBL,transcript,131792172,131792231,.,+,.,ENSG00000266807.1,miRNA,MIR548H5,3,GENCODE_Primary,ENST00000580314.1,miRNA,MIR548H5-201,,,NA,,HGNC:41768,,,,,
chr6,ENSEMBL,exon,131792172,131792231,.,+,.,ENSG00000266807.1,miRNA,MIR548H5,3,GENCODE_Primary,ENST00000580314.1,miRNA,MIR548H5-201,1,ENSE00002692752.1,NA,,HGNC:41768,,,,,
chr6,ENSEMBL,gene,132115192,132115263,.,-,.,ENSG00000265669.1,miRNA,MIR548AJ1,3,,,,,,,,,HGNC:41884,,,,,
chr6,ENSEMBL,transcript,132115192,132115263,.,-,.,ENSG00000265669.1,miRNA,MIR548AJ1,3,GENCODE_Primary,ENST00000584644.1,miRNA,MIR548AJ1-201,,,NA,,HGNC:41884,,,,,
chr6,ENSEMBL,exon,132115192,132115263,.,-,.,ENSG00000265669.1,miRNA,MIR548AJ1,3,GENCODE_Primary,ENST00000584644.1,miRNA,MIR548AJ1-201,1,ENSE00002696112.1,NA,,HGNC:41884,,,,,
chr6,ENSEMBL,gene,134979338,134979432,.,-,.,ENSG00000283409.1,miRNA,MIR3662,3,,,,,,,,,HGNC:38983,,,,,
chr6,ENSEMBL,transcript,134979338,134979432,.,-,.,ENSG00000283409.1,miRNA,MIR3662,3,GENCODE_Primary,ENST00000637030.1,miRNA,MIR3662-201,,,NA,,HGNC:38983,,,,,
chr6,ENSEMBL,exon,134979338,134979432,.,-,.,ENSG00000283409.1,miRNA,MIR3662,3,GENCODE_Primary,ENST00000637030.1,miRNA,MIR3662-201,1,ENSE00003793775.1,NA,,HGNC:38983,,,,,
chr6,ENSEMBL,gene,135239160,135239256,.,+,.,ENSG00000207689.1,miRNA,MIR548A2,3,,,,,,,,,HGNC:32797,,,,,
chr6,ENSEMBL,transcript,135239160,135239256,.,+,.,ENSG00000207689.1,miRNA,MIR548A2,3,GENCODE_Primary,ENST00000384956.1,miRNA,MIR548A2-201,,,NA,,HGNC:32797,,,,,
chr6,ENSEMBL,exon,135239160,135239256,.,+,.,ENSG00000207689.1,miRNA,MIR548A2,3,GENCODE_Primary,ENST00000384956.1,miRNA,MIR548A2-201,1,ENSE00001499963.1,NA,,HGNC:32797,,,,,
chr6,ENSEMBL,gene,138435213,138435294,.,-,.,ENSG00000266555.1,miRNA,MIR3145,3,,,,,,,,,HGNC:38327,,,,,
chr6,ENSEMBL,transcript,138435213,138435294,.,-,.,ENSG00000266555.1,miRNA,MIR3145,3,GENCODE_Primary,ENST00000580727.1,miRNA,MIR3145-201,,,NA,,HGNC:38327,,,,,
chr6,ENSEMBL,exon,138435213,138435294,.,-,.,ENSG00000266555.1,miRNA,MIR3145,3,GENCODE_Primary,ENST00000580727.1,miRNA,MIR3145-201,1,ENSE00002715991.1,NA,,HGNC:38327,,,,,
chr6,ENSEMBL,gene,140205252,140205326,.,+,.,ENSG00000263514.1,miRNA,MIR3668,3,,,,,,,,,HGNC:38982,,,,,
chr6,ENSEMBL,transcript,140205252,140205326,.,+,.,ENSG00000263514.1,miRNA,MIR3668,3,GENCODE_Primary,ENST00000582138.1,miRNA,MIR3668-201,,,NA,,HGNC:38982,,,,,
chr6,ENSEMBL,exon,140205252,140205326,.,+,.,ENSG00000263514.1,miRNA,MIR3668,3,GENCODE_Primary,ENST00000582138.1,miRNA,MIR3668-201,1,ENSE00002704746.1,NA,,HGNC:38982,,,,,
chr6,ENSEMBL,gene,140683814,140683883,.,+,.,ENSG00000264390.1,miRNA,MIR4465,3,,,,,,,,,HGNC:41842,,,,,
chr6,ENSEMBL,transcript,140683814,140683883,.,+,.,ENSG00000264390.1,miRNA,MIR4465,3,GENCODE_Primary,ENST00000583434.1,miRNA,MIR4465-201,,,NA,,HGNC:41842,,,,,
chr6,ENSEMBL,exon,140683814,140683883,.,+,.,ENSG00000264390.1,miRNA,MIR4465,3,GENCODE_Primary,ENST00000583434.1,miRNA,MIR4465-201,1,ENSE00002713435.1,NA,,HGNC:41842,,,,,
chr6,ENSEMBL,gene,154853360,154853436,.,+,.,ENSG00000264814.1,miRNA,MIR1273C,3,,,,,,,,,HGNC:38173,,,,,
chr6,ENSEMBL,transcript,154853360,154853436,.,+,.,ENSG00000264814.1,miRNA,MIR1273C,3,GENCODE_Primary,ENST00000578669.1,miRNA,MIR1273C-201,,,NA,,HGNC:38173,,,,,
chr6,ENSEMBL,exon,154853360,154853436,.,+,.,ENSG00000264814.1,miRNA,MIR1273C,3,GENCODE_Primary,ENST00000578669.1,miRNA,MIR1273C-201,1,ENSE00002692779.1,NA,,HGNC:38173,,,,,
chr6,ENSEMBL,gene,155946797,155946879,.,+,.,ENSG00000221456.1,miRNA,MIR1202,3,,,,,,,,,HGNC:35268,,,,,
chr6,ENSEMBL,transcript,155946797,155946879,.,+,.,ENSG00000221456.1,miRNA,MIR1202,3,GENCODE_Primary,ENST00000408529.1,miRNA,MIR1202-201,,,NA,,HGNC:35268,,,,,
chr6,ENSEMBL,exon,155946797,155946879,.,+,.,ENSG00000221456.1,miRNA,MIR1202,3,GENCODE_Primary,ENST00000408529.1,miRNA,MIR1202-201,1,ENSE00001565164.1,NA,,HGNC:35268,,,,,
chr6,ENSEMBL,gene,156779678,156779731,.,-,.,ENSG00000271899.1,miRNA,MIR4466,3,,,,,,,,,HGNC:41726,,,,,
chr6,ENSEMBL,transcript,156779678,156779731,.,-,.,ENSG00000271899.1,miRNA,MIR4466,3,GENCODE_Primary,ENST00000606121.1,miRNA,MIR4466-201,,,NA,,HGNC:41726,,,,,
chr6,ENSEMBL,exon,156779678,156779731,.,-,.,ENSG00000271899.1,miRNA,MIR4466,3,GENCODE_Primary,ENST00000606121.1,miRNA,MIR4466-201,1,ENSE00003697824.1,NA,,HGNC:41726,,,,,
chr6,ENSEMBL,gene,157529132,157529200,.,+,.,ENSG00000266617.1,miRNA,MIR3692,3,,,,,,,,,HGNC:38885,,,,,
chr6,ENSEMBL,transcript,157529132,157529200,.,+,.,ENSG00000266617.1,miRNA,MIR3692,3,GENCODE_Primary,ENST00000577768.1,miRNA,MIR3692-201,,,NA,,HGNC:38885,,,,,
chr6,ENSEMBL,exon,157529132,157529200,.,+,.,ENSG00000266617.1,miRNA,MIR3692,3,GENCODE_Primary,ENST00000577768.1,miRNA,MIR3692-201,1,ENSE00002694638.1,NA,,HGNC:38885,,,,,
chr6,ENSEMBL,gene,158609707,158609790,.,+,.,ENSG00000278571.1,miRNA,MIR7161,3,,,,,,,,,HGNC:49985,,,,,
chr6,ENSEMBL,transcript,158609707,158609790,.,+,.,ENSG00000278571.1,miRNA,MIR7161,3,GENCODE_Primary,ENST00000612973.1,miRNA,MIR7161-201,,,NA,,HGNC:49985,,,,,
chr6,ENSEMBL,exon,158609707,158609790,.,+,.,ENSG00000278571.1,miRNA,MIR7161,3,GENCODE_Primary,ENST00000612973.1,miRNA,MIR7161-201,1,ENSE00003740056.1,NA,,HGNC:49985,,,,,
chr6,ENSEMBL,gene,158764661,158764753,.,-,.,ENSG00000265558.1,miRNA,MIR3918,3,,,,,,,,,HGNC:38919,,,,,
chr6,ENSEMBL,transcript,158764661,158764753,.,-,.,ENSG00000265558.1,miRNA,MIR3918,3,GENCODE_Primary,ENST00000581555.1,miRNA,MIR3918-201,,,NA,,HGNC:38919,,,,,
chr6,ENSEMBL,exon,158764661,158764753,.,-,.,ENSG00000265558.1,miRNA,MIR3918,3,GENCODE_Primary,ENST00000581555.1,miRNA,MIR3918-201,1,ENSE00002728858.1,NA,,HGNC:38919,,,,,
chr6,ENSEMBL,gene,166509354,166509433,.,-,.,ENSG00000222958.1,miRNA,MIR1913,3,,,,,,,,,HGNC:35397,,,,,
chr6,ENSEMBL,transcript,166509354,166509433,.,-,.,ENSG00000222958.1,miRNA,MIR1913,3,GENCODE_Primary,ENST00000411026.1,miRNA,MIR1913-201,,,NA,,HGNC:35397,,,,,
chr6,ENSEMBL,exon,166509354,166509433,.,-,.,ENSG00000222958.1,miRNA,MIR1913,3,GENCODE_Primary,ENST00000411026.1,miRNA,MIR1913-201,1,ENSE00001590844.1,NA,,HGNC:35397,,,,,
chr6,ENSEMBL,gene,166997807,166997912,.,-,.,ENSG00000265828.1,miRNA,MIR3939,3,,,,,,,,,HGNC:38931,,,,,
chr6,ENSEMBL,transcript,166997807,166997912,.,-,.,ENSG00000265828.1,miRNA,MIR3939,3,GENCODE_Primary,ENST00000582614.1,miRNA,MIR3939-201,,,NA,,HGNC:38931,,,,,
chr6,ENSEMBL,exon,166997807,166997912,.,-,.,ENSG00000265828.1,miRNA,MIR3939,3,GENCODE_Primary,ENST00000582614.1,miRNA,MIR3939-201,1,ENSE00002713931.1,NA,,HGNC:38931,,,,,
chr6,ENSEMBL,gene,170330761,170330844,.,+,.,ENSG00000266245.1,miRNA,MIR4644,3,,,,,,,,,HGNC:41687,,,,,
chr6,ENSEMBL,transcript,170330761,170330844,.,+,.,ENSG00000266245.1,miRNA,MIR4644,3,GENCODE_Primary,ENST00000579929.1,miRNA,MIR4644-201,,,NA,,HGNC:41687,,,,,
chr6,ENSEMBL,exon,170330761,170330844,.,+,.,ENSG00000266245.1,miRNA,MIR4644,3,GENCODE_Primary,ENST00000579929.1,miRNA,MIR4644-201,1,ENSE00002693544.1,NA,,HGNC:41687,,,,,
chr7,ENSEMBL,gene,1022933,1023026,.,-,.,ENSG00000199023.3,miRNA,MIR339,3,,,,,,,,,HGNC:31776,,,,,
chr7,ENSEMBL,transcript,1022933,1023026,.,-,.,ENSG00000199023.3,miRNA,MIR339,3,GENCODE_Primary,ENST00000362153.3,miRNA,MIR339-201,,,NA,,HGNC:31776,,,,,
chr7,ENSEMBL,exon,1022933,1023026,.,-,.,ENSG00000199023.3,miRNA,MIR339,3,GENCODE_Primary,ENST00000362153.3,miRNA,MIR339-201,1,ENSE00001436916.3,NA,,HGNC:31776,,,,,
chr7,ENSEMBL,gene,1844180,1844253,.,-,.,ENSG00000265089.1,miRNA,MIR4655,3,,,,,,,,,HGNC:41754,,,,,
chr7,ENSEMBL,transcript,1844180,1844253,.,-,.,ENSG00000265089.1,miRNA,MIR4655,3,GENCODE_Primary,ENST00000580817.1,miRNA,MIR4655-201,,,NA,,HGNC:41754,,,,,
chr7,ENSEMBL,exon,1844180,1844253,.,-,.,ENSG00000265089.1,miRNA,MIR4655,3,GENCODE_Primary,ENST00000580817.1,miRNA,MIR4655-201,1,ENSE00002723757.1,NA,,HGNC:41754,,,,,
chr7,ENSEMBL,gene,2257515,2257577,.,-,.,ENSG00000284047.1,miRNA,MIR6836,3,,,,,,,,,HGNC:50067,,,,,
chr7,ENSEMBL,transcript,2257515,2257577,.,-,.,ENSG00000284047.1,miRNA,MIR6836,3,GENCODE_Primary,ENST00000617724.1,miRNA,MIR6836-201,,,NA,,HGNC:50067,,,,,
chr7,ENSEMBL,exon,2257515,2257577,.,-,.,ENSG00000284047.1,miRNA,MIR6836,3,GENCODE_Primary,ENST00000617724.1,miRNA,MIR6836-201,1,ENSE00003730026.1,NA,,HGNC:50067,,,,,
chr7,ENSEMBL,gene,2527074,2527145,.,+,.,ENSG00000264357.1,miRNA,MIR4648,3,,,,,,,,,HGNC:41560,,,,,
chr7,ENSEMBL,transcript,2527074,2527145,.,+,.,ENSG00000264357.1,miRNA,MIR4648,3,GENCODE_Primary,ENST00000580107.1,miRNA,MIR4648-201,,,NA,,HGNC:41560,,,,,
chr7,ENSEMBL,exon,2527074,2527145,.,+,.,ENSG00000264357.1,miRNA,MIR4648,3,GENCODE_Primary,ENST00000580107.1,miRNA,MIR4648-201,1,ENSE00002685925.1,NA,,HGNC:41560,,,,,
chr7,ENSEMBL,gene,4788565,4788639,.,-,.,ENSG00000264474.1,miRNA,MIR4656,3,,,,,,,,,HGNC:41749,,,,,
chr7,ENSEMBL,transcript,4788565,4788639,.,-,.,ENSG00000264474.1,miRNA,MIR4656,3,GENCODE_Primary,ENST00000579503.1,miRNA,MIR4656-201,,,NA,,HGNC:41749,,,,,
chr7,ENSEMBL,exon,4788565,4788639,.,-,.,ENSG00000264474.1,miRNA,MIR4656,3,GENCODE_Primary,ENST00000579503.1,miRNA,MIR4656-201,1,ENSE00002692286.1,NA,,HGNC:41749,,,,,
chr7,ENSEMBL,gene,5495819,5495917,.,-,.,ENSG00000207973.1,miRNA,MIR589,3,,,,,,,,,HGNC:32845,,,,,
chr7,ENSEMBL,transcript,5495819,5495917,.,-,.,ENSG00000207973.1,miRNA,MIR589,3,GENCODE_Primary,ENST00000385238.1,miRNA,MIR589-201,,,NA,,HGNC:32845,,,,,
chr7,ENSEMBL,exon,5495819,5495917,.,-,.,ENSG00000207973.1,miRNA,MIR589,3,GENCODE_Primary,ENST00000385238.1,miRNA,MIR589-201,1,ENSE00001500244.1,NA,,HGNC:32845,,,,,
chr7,ENSEMBL,gene,5711840,5711910,.,-,.,ENSG00000283419.1,miRNA,MIR6874,3,,,,,,,,,HGNC:50146,,,,,
chr7,ENSEMBL,transcript,5711840,5711910,.,-,.,ENSG00000283419.1,miRNA,MIR6874,3,GENCODE_Primary,ENST00000635894.1,miRNA,MIR6874-201,,,NA,,HGNC:50146,,,,,
chr7,ENSEMBL,exon,5711840,5711910,.,-,.,ENSG00000283419.1,miRNA,MIR6874,3,GENCODE_Primary,ENST00000635894.1,miRNA,MIR6874-201,1,ENSE00003799052.1,NA,,HGNC:50146,,,,,
chr7,ENSEMBL,gene,7066964,7067045,.,-,.,ENSG00000266287.1,miRNA,MIR3683,3,,,,,,,,,HGNC:38999,,,,,
chr7,ENSEMBL,transcript,7066964,7067045,.,-,.,ENSG00000266287.1,miRNA,MIR3683,3,GENCODE_Primary,ENST00000580847.1,miRNA,MIR3683-201,,,NA,,HGNC:38999,,,,,
chr7,ENSEMBL,exon,7066964,7067045,.,-,.,ENSG00000266287.1,miRNA,MIR3683,3,GENCODE_Primary,ENST00000580847.1,miRNA,MIR3683-201,1,ENSE00002708226.1,NA,,HGNC:38999,,,,,
chr7,ENSEMBL,gene,18127220,18127309,.,-,.,ENSG00000221393.1,miRNA,MIR1302-6,3,,,,,,,,,HGNC:35298,,,,,
chr7,ENSEMBL,transcript,18127220,18127309,.,-,.,ENSG00000221393.1,miRNA,MIR1302-6,3,GENCODE_Primary,ENST00000408466.1,miRNA,MIR1302-6-201,,,NA,,HGNC:35298,,,,,
chr7,ENSEMBL,exon,18127220,18127309,.,-,.,ENSG00000221393.1,miRNA,MIR1302-6,3,GENCODE_Primary,ENST00000408466.1,miRNA,MIR1302-6-201,1,ENSE00001565101.1,NA,,HGNC:35298,,,,,
chr7,ENSEMBL,gene,19705358,19705436,.,-,.,ENSG00000265932.1,miRNA,MIR3146,3,,,,,,,,,HGNC:38368,,,,,
chr7,ENSEMBL,transcript,19705358,19705436,.,-,.,ENSG00000265932.1,miRNA,MIR3146,3,GENCODE_Primary,ENST00000580367.1,miRNA,MIR3146-201,,,NA,,HGNC:38368,,,,,
chr7,ENSEMBL,exon,19705358,19705436,.,-,.,ENSG00000265932.1,miRNA,MIR3146,3,GENCODE_Primary,ENST00000580367.1,miRNA,MIR3146-201,1,ENSE00002723713.1,NA,,HGNC:38368,,,,,
chr7,ENSEMBL,gene,21471058,21471146,.,+,.,ENSG00000221783.1,miRNA,MIR1183,3,,,,,,,,,HGNC:35264,,,,,
chr7,ENSEMBL,transcript,21471058,21471146,.,+,.,ENSG00000221783.1,miRNA,MIR1183,3,GENCODE_Primary,ENST00000408856.1,miRNA,MIR1183-201,,,NA,,HGNC:35264,,,,,
chr7,ENSEMBL,exon,21471058,21471146,.,+,.,ENSG00000221783.1,miRNA,MIR1183,3,GENCODE_Primary,ENST00000408856.1,miRNA,MIR1183-201,1,ENSE00001565491.1,NA,,HGNC:35264,,,,,
chr7,ENSEMBL,gene,25949919,25949986,.,-,.,ENSG00000199085.3,miRNA,MIR148A,3,,,,,,,,,HGNC:31535,,,,,
chr7,ENSEMBL,transcript,25949919,25949986,.,-,.,ENSG00000199085.3,miRNA,MIR148A,3,GENCODE_Primary,ENST00000362215.3,miRNA,MIR148A-201,,,NA,,HGNC:31535,,,,,
chr7,ENSEMBL,exon,25949919,25949986,.,-,.,ENSG00000199085.3,miRNA,MIR148A,3,GENCODE_Primary,ENST00000362215.3,miRNA,MIR148A-201,1,ENSE00001436978.3,NA,,HGNC:31535,,,,,
chr7,ENSEMBL,gene,27169480,27169563,.,-,.,ENSG00000283745.1,miRNA,MIR196B,3,,,,,,,,,HGNC:31790,,,,,
chr7,ENSEMBL,transcript,27169480,27169563,.,-,.,ENSG00000283745.1,miRNA,MIR196B,3,GENCODE_Primary,ENST00000384852.2,miRNA,MIR196B-201,,,NA,,HGNC:31790,,,,,
chr7,ENSEMBL,exon,27169480,27169563,.,-,.,ENSG00000283745.1,miRNA,MIR196B,3,GENCODE_Primary,ENST00000384852.2,miRNA,MIR196B-201,1,ENSE00001499859.2,NA,,HGNC:31790,,,,,
chr7,ENSEMBL,gene,29680734,29680828,.,-,.,ENSG00000212024.2,miRNA,MIR550A3,3,,,,,,,,,HGNC:41870,,,,,
chr7,ENSEMBL,transcript,29680734,29680828,.,-,.,ENSG00000212024.2,miRNA,MIR550A3,3,GENCODE_Primary,ENST00000390735.2,miRNA,MIR550A3-201,,,NA,,HGNC:41870,,,,,
chr7,ENSEMBL,exon,29680734,29680828,.,-,.,ENSG00000212024.2,miRNA,MIR550A3,3,GENCODE_Primary,ENST00000390735.2,miRNA,MIR550A3-201,1,ENSE00001809300.2,NA,,HGNC:41870,,,,,
chr7,ENSEMBL,gene,30289794,30289890,.,-,.,ENSG00000283237.1,miRNA,MIR550B1,3,,,,,,,,,HGNC:38992,,,,,
chr7,ENSEMBL,transcript,30289794,30289890,.,-,.,ENSG00000283237.1,miRNA,MIR550B1,3,GENCODE_Primary,ENST00000637270.1,miRNA,MIR550B1-201,,,NA,,HGNC:38992,,,,,
chr7,ENSEMBL,exon,30289794,30289890,.,-,.,ENSG00000283237.1,miRNA,MIR550B1,3,GENCODE_Primary,ENST00000637270.1,miRNA,MIR550B1-201,1,ENSE00003793806.1,NA,,HGNC:38992,,,,,
chr7,ENSEMBL,gene,30289794,30289890,.,+,.,ENSG00000207771.1,miRNA,MIR550A1,3,,,,,,,,,HGNC:32804,,,,,
chr7,ENSEMBL,transcript,30289794,30289890,.,+,.,ENSG00000207771.1,miRNA,MIR550A1,3,GENCODE_Primary,ENST00000385037.1,miRNA,MIR550A1-201,,,NA,,HGNC:32804,,,,,
chr7,ENSEMBL,exon,30289794,30289890,.,+,.,ENSG00000207771.1,miRNA,MIR550A1,3,GENCODE_Primary,ENST00000385037.1,miRNA,MIR550A1-201,1,ENSE00001808817.1,NA,,HGNC:32804,,,,,
chr7,ENSEMBL,gene,32732981,32733077,.,-,.,ENSG00000283461.1,miRNA,MIR550B2,3,,,,,,,,,HGNC:38910,,,,,
chr7,ENSEMBL,transcript,32732981,32733077,.,-,.,ENSG00000283461.1,miRNA,MIR550B2,3,GENCODE_Primary,ENST00000637473.1,miRNA,MIR550B2-201,,,NA,,HGNC:38910,,,,,
chr7,ENSEMBL,exon,32732981,32733077,.,-,.,ENSG00000283461.1,miRNA,MIR550B2,3,GENCODE_Primary,ENST00000637473.1,miRNA,MIR550B2-201,1,ENSE00003800614.1,NA,,HGNC:38910,,,,,
chr7,ENSEMBL,gene,32732981,32733077,.,+,.,ENSG00000207573.1,miRNA,MIR550A2,3,,,,,,,,,HGNC:32805,,,,,
chr7,ENSEMBL,transcript,32732981,32733077,.,+,.,ENSG00000207573.1,miRNA,MIR550A2,3,GENCODE_Primary,ENST00000384841.1,miRNA,MIR550A2-201,,,NA,,HGNC:32805,,,,,
chr7,ENSEMBL,exon,32732981,32733077,.,+,.,ENSG00000207573.1,miRNA,MIR550A2,3,GENCODE_Primary,ENST00000384841.1,miRNA,MIR550A2-201,1,ENSE00001808098.1,NA,,HGNC:32805,,,,,
chr7,ENSEMBL,gene,34940760,34940834,.,-,.,ENSG00000221669.1,miRNA,MIR548N,3,,,,,,,,,HGNC:35330,,,,,
chr7,ENSEMBL,transcript,34940760,34940834,.,-,.,ENSG00000221669.1,miRNA,MIR548N,3,GENCODE_Primary,ENST00000408742.1,miRNA,MIR548N-201,,,NA,,HGNC:35330,,,,,
chr7,ENSEMBL,exon,34940760,34940834,.,-,.,ENSG00000221669.1,miRNA,MIR548N,3,GENCODE_Primary,ENST00000408742.1,miRNA,MIR548N-201,1,ENSE00001565377.1,NA,,HGNC:35330,,,,,
chr7,ENSEMBL,gene,36919357,36919432,.,-,.,ENSG00000221325.1,miRNA,MIR1200,3,,,,,,,,,HGNC:35266,,,,,
chr7,ENSEMBL,transcript,36919357,36919432,.,-,.,ENSG00000221325.1,miRNA,MIR1200,3,GENCODE_Primary,ENST00000408398.1,miRNA,MIR1200-201,,,NA,,HGNC:35266,,,,,
chr7,ENSEMBL,exon,36919357,36919432,.,-,.,ENSG00000221325.1,miRNA,MIR1200,3,GENCODE_Primary,ENST00000408398.1,miRNA,MIR1200-201,1,ENSE00001565033.1,NA,,HGNC:35266,,,,,
chr7,ENSEMBL,gene,43150895,43150994,.,+,.,ENSG00000264069.3,miRNA,MIR3943,3,,,,,,,,,HGNC:38888,,,,,
chr7,ENSEMBL,transcript,43150895,43150994,.,+,.,ENSG00000264069.3,miRNA,MIR3943,3,GENCODE_Primary,ENST00000585069.3,miRNA,MIR3943-201,,,NA,,HGNC:38888,,,,,
chr7,ENSEMBL,exon,43150895,43150994,.,+,.,ENSG00000264069.3,miRNA,MIR3943,3,GENCODE_Primary,ENST00000585069.3,miRNA,MIR3943-201,1,ENSE00002727056.3,NA,,HGNC:38888,,,,,
chr7,ENSEMBL,gene,44051766,44051829,.,+,.,ENSG00000284067.1,miRNA,MIR6837,3,,,,,,,,,HGNC:50125,,,,,
chr7,ENSEMBL,transcript,44051766,44051829,.,+,.,ENSG00000284067.1,miRNA,MIR6837,3,GENCODE_Primary,ENST00000620884.1,miRNA,MIR6837-201,,,NA,,HGNC:50125,,,,,
chr7,ENSEMBL,exon,44051766,44051829,.,+,.,ENSG00000284067.1,miRNA,MIR6837,3,GENCODE_Primary,ENST00000620884.1,miRNA,MIR6837-201,1,ENSE00003733350.1,NA,,HGNC:50125,,,,,
chr7,ENSEMBL,gene,44073378,44073433,.,-,.,ENSG00000283969.1,miRNA,MIR6838,3,,,,,,,,,HGNC:50050,,,,,
chr7,ENSEMBL,transcript,44073378,44073433,.,-,.,ENSG00000283969.1,miRNA,MIR6838,3,GENCODE_Primary,ENST00000611830.1,miRNA,MIR6838-201,,,NA,,HGNC:50050,,,,,
chr7,ENSEMBL,exon,44073378,44073433,.,-,.,ENSG00000283969.1,miRNA,MIR6838,3,GENCODE_Primary,ENST00000611830.1,miRNA,MIR6838-201,1,ENSE00003747673.1,NA,,HGNC:50050,,,,,
chr7,ENSEMBL,gene,44110849,44110912,.,+,.,ENSG00000284412.1,miRNA,MIR4649,3,,,,,,,,,HGNC:41852,,,,,
chr7,ENSEMBL,transcript,44110849,44110912,.,+,.,ENSG00000284412.1,miRNA,MIR4649,3,GENCODE_Primary,ENST00000582839.1,miRNA,MIR4649-201,,,NA,,HGNC:41852,,,,,
chr7,ENSEMBL,exon,44110849,44110912,.,+,.,ENSG00000284412.1,miRNA,MIR4649,3,GENCODE_Primary,ENST00000582839.1,miRNA,MIR4649-201,1,ENSE00002707032.1,NA,,HGNC:41852,,,,,
chr7,ENSEMBL,gene,44881748,44881800,.,-,.,ENSG00000284261.1,miRNA,MIR4657,3,,,,,,,,,HGNC:41706,,,,,
chr7,ENSEMBL,transcript,44881748,44881800,.,-,.,ENSG00000284261.1,miRNA,MIR4657,3,GENCODE_Primary,ENST00000578157.1,miRNA,MIR4657-201,,,NA,,HGNC:41706,,,,,
chr7,ENSEMBL,exon,44881748,44881800,.,-,.,ENSG00000284261.1,miRNA,MIR4657,3,GENCODE_Primary,ENST00000578157.1,miRNA,MIR4657-201,1,ENSE00002689631.1,NA,,HGNC:41706,,,,,
chr7,ENSEMBL,gene,56955785,56955864,.,-,.,ENSG00000264426.1,miRNA,MIR4283-1,3,,,,,,,,,HGNC:38238,,,,,
chr7,ENSEMBL,transcript,56955785,56955864,.,-,.,ENSG00000264426.1,miRNA,MIR4283-1,3,GENCODE_Primary,ENST00000582960.1,miRNA,MIR4283-1-201,,,NA,,HGNC:38238,,,,,
chr7,ENSEMBL,exon,56955785,56955864,.,-,.,ENSG00000264426.1,miRNA,MIR4283-1,3,GENCODE_Primary,ENST00000582960.1,miRNA,MIR4283-1-201,1,ENSE00002712905.1,NA,,HGNC:38238,,,,,
chr7,ENSEMBL,gene,57405025,57405090,.,+,.,ENSG00000266168.1,miRNA,MIR3147,3,,,,,,,,,HGNC:38300,,,,,
chr7,ENSEMBL,transcript,57405025,57405090,.,+,.,ENSG00000266168.1,miRNA,MIR3147,3,GENCODE_Primary,ENST00000577811.1,miRNA,MIR3147-201,,,NA,,HGNC:38300,,,,,
chr7,ENSEMBL,exon,57405025,57405090,.,+,.,ENSG00000266168.1,miRNA,MIR3147,3,GENCODE_Primary,ENST00000577811.1,miRNA,MIR3147-201,1,ENSE00002699852.1,NA,,HGNC:38300,,,,,
chr7,ENSEMBL,gene,63621090,63621169,.,+,.,ENSG00000265214.1,miRNA,MIR4283-2,3,,,,,,,,,HGNC:38296,,,,,
chr7,ENSEMBL,transcript,63621090,63621169,.,+,.,ENSG00000265214.1,miRNA,MIR4283-2,3,GENCODE_Primary,ENST00000578980.1,miRNA,MIR4283-2-201,,,NA,,HGNC:38296,,,,,
chr7,ENSEMBL,exon,63621090,63621169,.,+,.,ENSG00000265214.1,miRNA,MIR4283-2,3,GENCODE_Primary,ENST00000578980.1,miRNA,MIR4283-2-201,1,ENSE00002690592.1,NA,,HGNC:38296,,,,,
chr7,ENSEMBL,gene,64679064,64679176,.,+,.,ENSG00000275667.1,miRNA,MIR6839,3,,,,,,,,,HGNC:49953,,,,,
chr7,ENSEMBL,transcript,64679064,64679176,.,+,.,ENSG00000275667.1,miRNA,MIR6839,3,GENCODE_Primary,ENST00000620425.1,miRNA,MIR6839-201,,,NA,,HGNC:49953,,,,,
chr7,ENSEMBL,exon,64679064,64679176,.,+,.,ENSG00000275667.1,miRNA,MIR6839,3,GENCODE_Primary,ENST00000620425.1,miRNA,MIR6839-201,1,ENSE00003744874.1,NA,,HGNC:49953,,,,,
chr7,ENSEMBL,gene,67114322,67114397,.,-,.,ENSG00000266525.1,miRNA,MIR4650-1,3,,,,,,,,,HGNC:41755,,,,,
chr7,ENSEMBL,transcript,67114322,67114397,.,-,.,ENSG00000266525.1,miRNA,MIR4650-1,3,GENCODE_Primary,ENST00000579075.1,miRNA,MIR4650-1-201,,,NA,,HGNC:41755,,,,,
